row_index,born,bornCity,bornCountry,bornCountryCode,died,diedCountry,diedCountryCode,firstname,gender,id,surname
83,1918-02-12,"New York, NY",USA,US,1994-07-16,USA,US,Julian,male,85,Schwinger
84,1918-05-11,"New York, NY",USA,US,1988-02-15,USA,US,Richard P.,male,86,Feynman
85,1902-05-03,Guebwiller,Germany (now France),FR,1984-01-07,France,FR,Alfred,male,87,Kastler
86,1906-07-02,Strassburg (now Strasbourg),Germany (now France),FR,2005-03-06,USA,US,Hans Albrecht,male,88,Bethe
87,1911-06-13,"San Francisco, CA",USA,US,1988-09-01,USA,US,Luis Walter,male,89,Alvarez
88,1929-09-15,"New York, NY",USA,US,0000-00-00,,,Murray,male,90,Gell-Mann
89,1908-05-30,Norrköping,Sweden,SE,1995-04-02,Sweden,SE,Hannes Olof Gösta,male,91,Alfvén
90,1904-11-22,Lyon,France,FR,2000-11-17,France,FR,Louis Eugène Félix,male,92,Néel
91,1900-06-05,Budapest,Hungary,HU,1979-02-08,United Kingdom,GB,Dennis,male,93,Gabor
92,1930-02-28,"New York, NY",USA,US,0000-00-00,,,Leon Neil,male,95,Cooper
93,1931-05-31,"Oak Park, IL",USA,US,0000-00-00,,,John Robert,male,96,Schrieffer
94,1925-03-12,Osaka,Japan,JP,0000-00-00,,,Leo,male,97,Esaki
95,1929-04-05,Bergen,Norway,NO,0000-00-00,,,Ivar,male,98,Giaever
96,1940-01-04,Cardiff,United Kingdom,GB,0000-00-00,,,Brian David,male,99,Josephson
97,1918-09-27,Brighton,United Kingdom,GB,1984-10-14,United Kingdom,GB,Sir Martin,male,100,Ryle
98,1924-05-11,Fowey,United Kingdom,GB,0000-00-00,,,Antony,male,101,Hewish
99,1922-06-19,Copenhagen,Denmark,DK,2009-09-08,Denmark,DK,Aage Niels,male,102,Bohr
100,1926-07-09,"Chicago, IL",USA,US,0000-00-00,,,Ben Roy,male,103,Mottelson
101,1917-12-09,"Council, ID",USA,US,1986-03-31,USA,US,Leo James,male,104,Rainwater
102,1931-03-22,"Brooklyn, NY",USA,US,0000-00-00,,,Burton,male,105,Richter
103,1936-01-27,"Ann Arbor, MI",USA,US,0000-00-00,,,Samuel Chao Chung,male,106,Ting
104,1923-12-13,"Indianapolis, IN",USA,US,0000-00-00,,,Philip Warren,male,107,Anderson
105,1905-09-30,Leeds,United Kingdom,GB,1996-08-08,United Kingdom,GB,Sir Nevill Francis,male,108,Mott
106,1899-03-13,"Middletown, CT",USA,US,1980-10-27,USA,US,John Hasbrouck,male,109,van Vleck
107,1894-07-09,Kronshtadt,Russian Empire (now Russia),RU,1984-04-08,USSR (now Russia),RU,Pyotr Leonidovich,male,110,Kapitsa
108,1933-04-26,Munich,Germany,DE,0000-00-00,,,Arno Allan,male,111,Penzias
109,1936-01-10,"Houston, TX",USA,US,0000-00-00,,,Robert Woodrow,male,112,Wilson
110,1932-12-05,"New York, NY",USA,US,0000-00-00,,,Sheldon Lee,male,113,Glashow
111,1926-01-29,Jhang Maghi&#257;na,India (now Pakistan),PK,1996-11-21,United Kingdom,GB,Abdus,male,114,Salam
112,1933-05-03,"New York, NY",USA,US,0000-00-00,,,Steven,male,115,Weinberg
113,1931-09-29,"Chicago, IL",USA,US,2016-08-25,USA,US,James Watson,male,116,Cronin
114,1923-03-10,"Merriman, NE",USA,US,2015-02-05,USA,US,Val Logsdon,male,117,Fitch
115,1920-03-11,Dordrecht,the Netherlands,NL,2017-09-05,USA,US,Nicolaas,male,118,Bloembergen
116,1921-05-05,"Mount Verno, NY",USA,US,1999-04-28,USA,US,Arthur Leonard,male,119,Schawlow
117,1918-04-20,Lund,Sweden,SE,2007-07-20,Sweden,SE,Kai M.,male,120,Siegbahn
118,1936-06-08,"Waltham, MA",USA,US,2013-06-15,USA,US,Kenneth G.,male,121,Wilson
119,1910-10-19,Lahore,India (now Pakistan),PK,1995-08-21,USA,US,Subramanyan,male,122,Chandrasekhar
120,1911-08-09,"Pittsburgh, PA",USA,US,1995-03-14,USA,US,William Alfred,male,123,Fowler
121,1934-03-31,Gorizia,Italy,IT,0000-00-00,Switzerland,CH,Carlo,male,124,Rubbia
122,1925-11-24,the Hague,the Netherlands,NL,2011-03-04,Switzerland,CH,Simon,male,125,van der Meer
123,1943-06-28,Schroda,German-occupied Poland (now Poland),PL,0000-00-00,,,Klaus,male,126,von Klitzing
124,1906-12-25,Heidelberg,Germany,DE,1988-05-27,Germany,DE,Ernst,male,127,Ruska
125,1947-07-20,Frankfurt-on-the-Main,West Germany (now Germany),DE,0000-00-00,,,Gerd,male,128,Binnig
126,1933-06-06,Buchs,Switzerland,CH,2013-05-16,Switzerland,CH,Heinrich,male,129,Rohrer
127,1950-05-16,Neuenkirchen,West Germany (now Germany),DE,0000-00-00,,,J. Georg,male,130,Bednorz
128,1927-04-20,Basel,Switzerland,CH,0000-00-00,,,K. Alexander,male,131,Müller
129,1922-07-15,"New York, NY",USA,US,0000-00-00,,,Leon M.,male,132,Lederman
130,1932-11-02,"New York, NY",USA,US,2006-08-28,USA,US,Melvin,male,133,Schwartz
131,1921-05-25,Bad Kissingen,Germany,DE,0000-00-00,,,Jack,male,134,Steinberger
132,1915-08-27,"Washington, DC",USA,US,2011-11-04,USA,US,Norman F.,male,135,Ramsey
133,1922-09-09,Görlitz,Prussia (now Germany),DE,2017-03-07,USA,US,Hans G.,male,136,Dehmelt
134,1913-08-10,Lorenzkirch,Germany,DE,1993-12-07,Germany,DE,Wolfgang,male,137,Paul
135,1930-03-28,"Chicago, IL",USA,US,0000-00-00,,,Jerome I.,male,138,Friedman
136,1926-12-09,"Boston, MA",USA,US,1999-02-15,USA,US,Henry W.,male,139,Kendall
137,1929-11-02,"Medicine Hat, Alberta",Canada,CA,2018-02-22,USA,US,Richard E.,male,140,Taylor
138,1932-10-24,Paris,France,FR,2007-05-18,France,FR,Pierre-Gilles,male,141,de Gennes
139,1924-08-01,Dabrovica,Poland,PL,2010-09-29,France,FR,Georges,male,142,Charpak
140,1950-11-28,"New York, NY",USA,US,0000-00-00,,,Russell A.,male,143,Hulse
141,1941-03-29,"Philadelphia, PA",USA,US,0000-00-00,,,Joseph H.,male,144,Taylor Jr.
142,1918-07-15,"Lethbridge, Alberta",Canada,CA,2003-10-13,Canada,CA,Bertram N.,male,145,Brockhouse
143,1915-09-23,"Pittsburgh, PA",USA,US,2001-03-31,USA,US,Clifford G.,male,146,Shull
144,1927-06-24,"New York, NY",USA,US,2014-09-30,USA,US,Martin L.,male,147,Perl
145,1918-03-16,"Paterson, NJ",USA,US,1998-08-26,USA,US,Frederick,male,148,Reines
146,1931-01-20,"Rye, NY",USA,US,0000-00-00,,,David M.,male,149,Lee
147,1945-08-01,"Aberdeen, WA",USA,US,0000-00-00,,,Douglas D.,male,150,Osheroff
148,1937-06-26,"Washington, DC",USA,US,2013-02-19,USA,US,Robert C.,male,151,Richardson
149,1948-02-28,"St. Louis, MO",USA,US,0000-00-00,,,Steven,male,152,Chu
150,1933-04-01,Constantine,French Algeria (now Algeria),DZ,0000-00-00,,,Claude,male,153,Cohen-Tannoudji
151,1948-11-05,"Wilkes-Barre, PA",USA,US,0000-00-00,,,William D.,male,154,Phillips
152,1950-11-01,"Visalia, CA",USA,US,0000-00-00,,,Robert B.,male,155,Laughlin
153,1949-04-06,Frankfurt-on-the-Main,West Germany (now Germany),DE,0000-00-00,,,Horst L.,male,156,Störmer
154,1939-02-28,Henan,China,CN,0000-00-00,,,Daniel C.,male,157,Tsui
155,1946-07-05,Den Helder,the Netherlands,NL,0000-00-00,,,Gerardus,male,158,'t Hooft
156,1931-06-27,Waalwijk,the Netherlands,NL,0000-00-00,,,Martinus J.G.,male,159,Veltman
157,1852-08-30,Rotterdam,the Netherlands,NL,1911-03-01,Germany,DE,Jacobus Henricus,male,160,van 't Hoff
158,1852-10-09,Euskirchen,Prussia (now Germany),DE,1919-07-15,Germany,DE,Hermann Emil,male,161,Fischer
159,1859-02-19,Vik,Sweden,SE,1927-10-02,Sweden,SE,Svante August,male,162,Arrhenius
160,1852-10-02,Glasgow,Scotland,GB,1916-07-23,United Kingdom,GB,Sir William,male,163,Ramsay
161,1835-10-31,Berlin,Prussia (now Germany),DE,1917-08-20,Germany,DE,Johann Friedrich Wilhelm Adolf,male,164,von Baeyer
162,1852-09-28,Paris,France,FR,1907-02-20,France,FR,Henri,male,165,Moissan
163,1860-05-20,Munich,Bavaria (now Germany),DE,1917-08-13,Romania,RO,Eduard,male,166,Buchner
164,1871-08-30,Nelson,New Zealand,NZ,1937-10-19,United Kingdom,GB,Ernest,male,167,Rutherford
165,1853-09-02,Riga,Russian Empire (now Latvia),LV,1932-04-04,Germany,DE,Wilhelm,male,168,Ostwald
166,1847-03-27,Koenigsberg (now Kaliningrad),Germany (now Russia),RU,1931-02-26,Germany,DE,Otto,male,169,Wallach
167,1871-05-06,Cherbourg,France,FR,1935-12-13,France,FR,Victor,male,172,Grignard
168,1854-11-05,Carcassonne,France,FR,1941-08-14,France,FR,Paul,male,173,Sabatier
169,1866-12-12,Mulhouse,France,FR,1919-11-15,Switzerland,CH,Alfred,male,174,Werner
170,1868-01-31,"Germantown, PA",USA,US,1928-04-02,USA,US,Theodore William,male,175,Richards
171,1872-08-13,Karlsruhe,Germany,DE,1942-08-03,Switzerland,CH,Richard Martin,male,176,Willstätter
172,1868-12-09,Breslau (now Wroclaw),Prussia (now Poland),PL,1934-01-29,Switzerland,CH,Fritz,male,177,Haber
173,1864-06-25,Briesen,Prussia (now Germany),DE,1941-11-18,Germany,DE,Walther Hermann,male,178,Nernst
174,1877-09-02,Eastbourne,United Kingdom,GB,1956-09-22,United Kingdom,GB,Frederick,male,179,Soddy
175,1877-09-01,Harborne,United Kingdom,GB,1945-11-20,United Kingdom,GB,Francis William,male,180,Aston
176,1869-09-03,Laibach (now Ljubljana),Austria-Hungary (now Slovenia),SI,1930-12-13,Austria,AT,Fritz,male,181,Pregl
177,1865-04-01,Vienna,Austrian Empire (now Austria),AT,1929-09-24,Germany,DE,Richard Adolf,male,182,Zsigmondy
178,1884-08-30,Fleräng,Sweden,SE,1971-02-25,Sweden,SE,The (Theodor),male,183,Svedberg
179,1877-06-04,Pforzheim,Germany,DE,1957-08-05,West Germany (now Germany),DE,Heinrich Otto,male,184,Wieland
180,1876-12-25,Berlin,Germany,DE,1959-06-09,West Germany (now Germany),DE,Adolf Otto Reinhold,male,185,Windaus
181,1865-10-12,Manchester,United Kingdom,GB,1940-06-17,United Kingdom,GB,Arthur,male,186,Harden
182,1873-02-15,Augsburg,Germany,DE,1964-11-06,Sweden,SE,Hans Karl August Simon,male,187,von Euler-Chelpin
183,1881-07-27,Hoechst,Germany,DE,1945-03-31,Germany,DE,Hans,male,188,Fischer
184,1874-08-27,Cologne,Germany,DE,1940-04-26,Germany,DE,Carl,male,189,Bosch
185,1884-10-11,"Goldschmieden, near Breslau",Germany (now Poland),PL,1949-03-30,Argentina,AR,Friedrich,male,190,Bergius
186,1881-01-31,"Brooklyn, NY",USA,US,1957-08-16,USA,US,Irving,male,191,Langmuir
187,1893-04-29,"Walkerton, IN",USA,US,1981-01-05,USA,US,Harold Clayton,male,192,Urey
188,1900-03-19,Paris,France,FR,1958-08-14,France,FR,Frédéric,male,193,Joliot
189,1897-09-12,Paris,France,FR,1956-03-17,France,FR,Irène,female,194,Joliot-Curie
190,1884-03-24,Maastricht,the Netherlands,NL,1966-11-02,USA,US,Petrus (Peter) Josephus Wilhelmus,male,195,Debye
191,1883-03-19,Chorley,United Kingdom,GB,1950-03-19,United Kingdom,GB,Walter Norman,male,196,Haworth
192,1889-04-21,Moscow,Russia,RU,1971-06-18,Switzerland,CH,Paul,male,197,Karrer
193,1900-12-03,Vienna,Austria-Hungary (now Austria),AT,1967-07-31,West Germany (now Germany),DE,Richard,male,198,Kuhn
194,1903-03-24,Bremerhaven-Lehe,Germany,DE,1995-01-18,Germany,DE,Adolf Friedrich Johann,male,199,Butenandt
195,1887-09-13,Vukovar,Austria-Hungary (now Croatia),HR,1976-09-26,Switzerland,CH,Leopold,male,200,Ruzicka
196,1885-08-01,Budapest,Austria-Hungary (now Hungary),HU,1966-07-05,West Germany (now Germany),DE,George,male,201,de Hevesy
197,1879-03-08,Frankfurt-on-the-Main,Germany,DE,1968-07-28,West Germany (now Germany),DE,Otto,male,202,Hahn
198,1895-01-15,Helsinki,Russian Empire (now Finland),FI,1973-11-11,Finland,FI,Artturi Ilmari,male,203,Virtanen
199,1887-11-19,"Canton, MA",USA,US,1955-08-12,USA,US,James Batcheller,male,204,Sumner
200,1891-07-05,"Yonkers, NY",USA,US,1987-05-27,USA,US,John Howard,male,205,Northrop
201,1904-08-16,"Ridgeville, IN",USA,US,1971-06-15,Spain,ES,Wendell Meredith,male,206,Stanley
202,1886-09-13,"Rufford, near Chesterfield",United Kingdom,GB,1975-02-08,United Kingdom,GB,Sir Robert,male,207,Robinson
203,1902-08-10,Stockholm,Sweden,SE,1971-10-29,Sweden,SE,Arne Wilhelm Kaurin,male,208,Tiselius
204,1895-05-12,Niagara Falls,Canada,CA,1982-03-28,USA,US,William Francis,male,209,Giauque
205,1876-01-23,Hamburg,Germany,DE,1954-03-07,West Germany (now Germany),DE,Otto Paul Hermann,male,210,Diels
206,1902-07-10,Königshütte (now Chorzów),Prussia (now Poland),PL,1958-06-20,West Germany (now Germany),DE,Kurt,male,211,Alder
207,1907-09-18,"Redondo Beach, CA",USA,US,1991-09-07,USA,US,Edwin Mattison,male,212,McMillan
208,1912-04-19,"Ishpeming, MI",USA,US,1999-02-25,USA,US,Glenn Theodore,male,213,Seaborg
209,1910-03-01,London,United Kingdom,GB,2002-07-28,United Kingdom,GB,Archer John Porter,male,214,Martin
210,1914-10-28,Liverpool,United Kingdom,GB,1994-08-18,United Kingdom,GB,Richard Laurence Millington,male,215,Synge
211,1881-03-23,Worms,Germany,DE,1965-09-08,West Germany (now Germany),DE,Hermann,male,216,Staudinger
212,1901-02-28,"Portland, OR",USA,US,1994-08-19,USA,US,Linus Carl,male,217,Pauling
213,1901-05-18,"Chicago, IL",USA,US,1978-12-11,USA,US,Vincent,male,218,du Vigneaud
214,1897-05-19,London,United Kingdom,GB,1967-10-09,United Kingdom,GB,Sir Cyril Norman,male,219,Hinshelwood
215,1896-04-03,Saratov,Russia,RU,1986-09-25,USSR,RU,Nikolay Nikolaevich,male,220,Semenov
216,1907-10-02,Glasgow,Scotland,GB,1997-01-10,United Kingdom,GB,Lord (Alexander R.),male,221,Todd
217,1918-08-13,Rendcombe,United Kingdom,GB,2013-11-19,United Kingdom,GB,Frederick,male,222,Sanger
218,1890-12-20,Prague,Austria-Hungary (now Czech Republic),CZ,1967-03-27,Czechoslovakia,CZ,Jaroslav,male,223,Heyrovsky
219,1908-12-17,"Grand Valley, CO",USA,US,1980-09-08,USA,US,Willard Frank,male,224,Libby
220,1911-04-08,"St. Paul, MN",USA,US,1997-01-08,USA,US,Melvin,male,225,Calvin
221,1914-05-19,Vienna,Austria,AT,2002-02-06,United Kingdom,GB,Max Ferdinand,male,226,Perutz
222,1917-03-24,Oxford,United Kingdom,GB,1997-08-23,United Kingdom,GB,John Cowdery,male,227,Kendrew
223,1898-11-26,Helsa,Germany,DE,1973-08-12,West Germany (now Germany),DE,Karl,male,228,Ziegler
224,1903-02-26,Imperia,Italy,IT,1979-05-02,Italy,IT,Giulio,male,229,Natta
225,1910-05-12,Cairo,Egypt,EG,1994-07-29,United Kingdom,GB,Dorothy Crowfoot,female,230,Hodgkin
226,1917-04-10,"Boston, MA",USA,US,1979-07-08,USA,US,Robert Burns,male,231,Woodward
227,1896-06-07,"Newburyport, MA",USA,US,1986-10-31,USA,US,Robert S.,male,232,Mulliken
228,1927-05-09,Bochum,Germany,DE,0000-00-00,,,Manfred,male,233,Eigen
229,1897-11-09,Cambridge,United Kingdom,GB,1978-06-07,United Kingdom,GB,Ronald George Wreyford,male,234,Norrish
230,1920-12-06,Stainforth,United Kingdom,GB,2002-08-31,United Kingdom,GB,George,male,235,Porter
231,1903-11-27,Kristiania (now Oslo),Norway,NO,1976-10-05,USA,US,Lars,male,236,Onsager
232,1918-09-08,Gravesend,United Kingdom,GB,1998-03-16,USA,US,Derek H. R.,male,237,Barton
233,1897-05-17,Kristiania (now Oslo),Norway,NO,1981-05-11,Norway,NO,Odd,male,238,Hassel
234,1906-09-06,Paris,France,FR,1987-12-02,Argentina,AR,Luis F.,male,239,Leloir
235,1904-12-25,Hamburg,Germany,DE,1999-03-03,Canada,CA,Gerhard,male,240,Herzberg
236,1916-03-26,"Monessen, PA",USA,US,1995-05-14,USA,US,Christian B.,male,241,Anfinsen
237,1913-09-04,"Chicago, IL",USA,US,1982-08-23,USA,US,Stanford,male,242,Moore
238,1911-06-25,"New York, NY",USA,US,1980-02-02,USA,US,William H.,male,243,Stein
239,1918-11-10,Munich,Germany,DE,2007-07-23,Germany,DE,Ernst Otto,male,244,Fischer
240,1921-07-14,Todmorden,United Kingdom,GB,1996-09-26,United Kingdom,GB,Geoffrey,male,245,Wilkinson
241,1910-06-19,"Sterling, IL",USA,US,1985-09-08,USA,US,Paul J.,male,246,Flory
242,1917-09-07,Sydney,Australia,AU,2013-12-08,,,John Warcup,male,247,Cornforth
243,1906-07-23,Sarajevo,Austria-Hungary (now Bosnia and Herzegovina),BA,1998-01-07,Switzerland,CH,Vladimir,male,248,Prelog
244,1919-12-09,"Cleveland, OH",USA,US,2011-04-14,USA,US,William N.,male,249,Lipscomb
245,1917-01-25,Moscow,Russia,RU,2003-05-28,Belgium,BE,Ilya,male,250,Prigogine
246,1920-09-29,Mitcham,United Kingdom,GB,1992-04-10,United Kingdom,GB,Peter D.,male,251,Mitchell
247,1912-05-22,London,United Kingdom,GB,2004-12-19,USA,US,Herbert C.,male,252,Brown
248,1897-06-16,Berlin,Germany,DE,1987-08-26,West Germany (now Germany),DE,Georg,male,253,Wittig
249,1926-06-30,"New York, NY",USA,US,0000-00-00,,,Paul,male,254,Berg
250,1932-03-21,"Boston, MA",USA,US,0000-00-00,,,Walter,male,255,Gilbert
251,1918-10-04,Nara,Japan,JP,1998-01-09,Japan,JP,Kenichi,male,257,Fukui
252,1937-07-18,Zloczov,Poland (now Ukraine),UA,0000-00-00,,,Roald,male,258,Hoffmann
253,1926-08-11,Zelvas,Lithuania,LT,0000-00-00,,,Aaron,male,259,Klug
254,1915-11-30,Neudorf,Canada,CA,2005-11-16,USA,US,Henry,male,260,Taube
255,1921-07-15,"Fort Worth, TX",USA,US,2006-05-14,USA,US,Robert Bruce,male,261,Merrifield
256,1917-02-14,"New York, NY",USA,US,2011-10-23,USA,US,Herbert A.,male,262,Hauptman
257,1918-06-18,"New York, NY",USA,US,2013-06-06,,,Jerome,male,263,Karle
258,1932-06-18,"San José, CA",USA,US,0000-00-00,,,Dudley R.,male,264,Herschbach
259,1936-11-19,Hsinchu,Taiwan,TW,0000-00-00,,,Yuan T.,male,265,Lee
260,1929-01-23,Berlin,Germany,DE,0000-00-00,,,John C.,male,266,Polanyi
261,1919-04-22,"Chester, VT",USA,US,2001-06-17,USA,US,Donald J.,male,267,Cram
262,1939-09-30,Rosheim,France,FR,0000-00-00,,,Jean-Marie,male,268,Lehn
263,1904-10-03,Pusan,Korea (now South Korea),KR,1989-10-26,USA,US,Charles J.,male,269,Pedersen
264,1943-09-30,Zusamaltheim,Germany,DE,0000-00-00,,,Johann,male,270,Deisenhofer
265,1937-02-20,Munich,Germany,DE,0000-00-00,,,Robert,male,271,Huber
266,1948-07-18,Ludwigsburg,West Germany (now Germany),DE,0000-00-00,,,Hartmut,male,272,Michel
267,1939-05-07,Montreal,Canada,CA,0000-00-00,,,Sidney,male,273,Altman
268,1947-12-08,"Chicago, IL",USA,US,0000-00-00,,,Thomas R.,male,274,Cech
269,1928-07-12,"Methuen, MA",USA,US,0000-00-00,,,Elias James,male,275,Corey
270,1933-08-14,Winterthur,Switzerland,CH,0000-00-00,,,Richard R.,male,276,Ernst
271,1923-07-21,Montreal,Canada,CA,0000-00-00,,,Rudolph A.,male,277,Marcus
272,1944-12-28,"Lenoir, NC",USA,US,0000-00-00,,,Kary B.,male,278,Mullis
273,1932-04-26,Blackpool,United Kingdom,GB,2000-10-04,Canada,CA,Michael,male,279,Smith
274,1927-05-22,Budapest,Hungary,HU,2017-03-08,USA,US,George A.,male,280,Olah
275,1933-12-03,Amsterdam,the Netherlands,NL,0000-00-00,,,Paul J.,male,281,Crutzen
276,1943-03-19,Mexico City,Mexico,MX,0000-00-00,,,Mario J.,male,282,Molina
277,1927-06-28,"Delaware, OH",USA,US,2012-03-10,USA,US,F. Sherwood,male,283,Rowland
278,1933-08-23,"Alice, TX",USA,US,0000-00-00,,,Robert F.,male,284,Curl Jr.
279,1939-10-07,Wisbech,United Kingdom,GB,2016-04-30,United Kingdom,GB,Sir Harold W.,male,285,Kroto
280,1943-06-06,"Akron, OH",USA,US,2005-10-28,USA,US,Richard E.,male,286,Smalley
281,1918-07-31,"Provo, UT",USA,US,0000-00-00,,,Paul D.,male,287,Boyer
282,1941-01-07,Halifax,United Kingdom,GB,0000-00-00,,,John E.,male,288,Walker
283,1918-10-08,Lemvig,Denmark,DK,0000-00-00,,,Jens C.,male,289,Skou
284,1923-03-09,Vienna,Austria,AT,2016-04-19,USA,US,Walter,male,290,Kohn
285,1925-10-31,Burnham-on-Sea,United Kingdom,GB,2004-03-15,USA,US,John A.,male,291,Pople
286,1946-02-26,Damanhur,Egypt,EG,2016-08-02,,,Ahmed H.,male,292,Zewail
287,1854-03-15,Hansdorf (now Lawice),Prussia (now Poland),PL,1917-03-31,Germany,DE,Emil Adolf,male,293,von Behring
288,1857-05-13,Almora,India,IN,1932-09-16,United Kingdom,GB,Ronald,male,294,Ross
289,1860-12-15,Thorshavn,Faroe Islands (Denmark),DK,1904-09-24,Denmark,DK,Niels Ryberg,male,295,Finsen
290,1849-09-14,Ryazan,Russia,RU,1936-02-27,Russia,RU,Ivan Petrovich,male,296,Pavlov
291,1843-12-11,Clausthal (now Clausthal-Zellerfeld),Germany,DE,1910-05-27,Germany,DE,Robert,male,297,Koch
292,1843-07-07,Corteno,Italy,IT,1926-01-21,Italy,IT,Camillo,male,298,Golgi
293,1852-05-01,Petilla de Aragón,Spain,ES,1934-10-17,Spain,ES,Santiago,male,299,Ramón y Cajal
294,1845-06-18,Paris,France,FR,1922-05-18,France,FR,Charles Louis Alphonse,male,300,Laveran
295,1845-05-15,Kharkov (now Kharkiv),Russian Empire (now Ukraine),UA,1916-07-15,France,FR,Ilya Ilyich,male,301,Mechnikov
296,1854-03-14,Strehlen (now Strzelin),Prussia (now Poland),PL,1915-08-20,Germany,DE,Paul,male,302,Ehrlich
297,1841-08-25,Berne,Switzerland,CH,1917-07-27,Switzerland,CH,Emil Theodor,male,303,Kocher
298,1853-09-16,Rostock,Mecklenburg (now Germany),DE,1927-07-05,Germany,DE,Albrecht,male,304,Kossel
299,1862-06-05,Landskrona,Sweden,SE,1930-07-28,Sweden,SE,Allvar,male,305,Gullstrand
300,1873-06-28,Sainte-Foy-lès-Lyon,France,FR,1944-11-05,France,FR,Alexis,male,306,Carrel
301,1850-08-26,Paris,France,FR,1935-12-04,France,FR,Charles Robert,male,307,Richet
302,1876-04-22,Vienna,Austria,AT,1936-04-08,Sweden,SE,Robert,male,308,Bárány
303,1870-06-13,Soignies,Belgium,BE,1961-04-06,Belgium,BE,Jules,male,309,Bordet
304,1874-11-15,Grenå,Denmark,DK,1949-09-13,Denmark,DK,Schack August Steenberg,male,310,Krogh
305,1886-09-26,Bristol,United Kingdom,GB,1977-06-03,United Kingdom,GB,Archibald Vivian,male,311,Hill
306,1884-04-12,Hanover,Germany,DE,1951-10-06,USA,US,Otto Fritz,male,312,Meyerhof
307,1891-11-14,Alliston,Canada,CA,1941-02-21,Canada,CA,Frederick Grant,male,313,Banting
308,1876-09-06,Cluny,Scotland,GB,1935-03-16,Scotland,GB,John James Rickard,male,314,Macleod
309,1860-05-21,Semarang,"Java, Dutch East Indies (now Indonesia)",ID,1927-09-29,the Netherlands,NL,Willem,male,315,Einthoven
310,1867-04-23,Silkeborg,Denmark,DK,1928-01-30,Denmark,DK,Johannes Andreas Grib,male,316,Fibiger
311,1857-03-07,Wels,Austria,AT,1940-09-27,Austria,AT,Julius,male,317,Wagner-Jauregg
312,1866-09-21,Rouen,France,FR,1936-02-28,Tunisia,TN,Charles Jules Henri,male,318,Nicolle
313,1858-08-11,Nijkerk,the Netherlands,NL,1930-11-05,the Netherlands,NL,Christiaan,male,319,Eijkman
314,1861-06-20,Eastbourne,United Kingdom,GB,1947-05-16,United Kingdom,GB,Sir Frederick Gowland,male,320,Hopkins
315,1868-06-14,Vienna,Austrian Empire (now Austria),AT,1943-06-26,USA,US,Karl,male,321,Landsteiner
316,1883-10-08,Freiburg im Breisgau,Germany,DE,1970-08-01,West Germany (now Germany),DE,Otto Heinrich,male,322,Warburg
317,1857-11-27,London,United Kingdom,GB,1952-03-04,United Kingdom,GB,Sir Charles Scott,male,323,Sherrington
318,1889-11-30,London,United Kingdom,GB,1977-08-08,United Kingdom,GB,Edgar Douglas,male,324,Adrian
319,1866-09-25,"Lexington, KY",USA,US,1945-12-04,USA,US,Thomas Hunt,male,325,Morgan
320,1878-08-28,"Ashland, NH",USA,US,1976-02-01,USA,US,George Hoyt,male,326,Whipple
321,1885-12-02,"Boston, MA",USA,US,1950-02-25,USA,US,George Richards,male,327,Minot
322,1892-02-06,"Stoughton, WI",USA,US,1987-10-09,USA,US,William Parry,male,328,Murphy
323,1869-06-27,Stuttgart,W&uuml;rttemberg (now Germany),DE,1941-09-12,Germany,DE,Hans,male,329,Spemann
324,1875-06-09,London,United Kingdom,GB,1968-07-23,United Kingdom,GB,Sir Henry Hallett,male,330,Dale
325,1873-06-03,Frankfurt-on-the-Main,Germany,DE,1961-12-25,USA,US,Otto,male,331,Loewi
326,1893-09-16,Budapest,Austria-Hungary (now Hungary),HU,1986-10-22,USA,US,Albert,male,332,von Szent-Györgyi Nagyrápolt
327,1892-03-28,Ghent,Belgium,BE,1968-07-18,Belgium,BE,Corneille Jean François,male,333,Heymans
328,1895-10-30,Lagow,Germany (now Poland),PL,1964-04-24,West Germany (now Germany),DE,Gerhard,male,334,Domagk
329,1895-02-21,Copenhagen,Denmark,DK,1976-04-17,Denmark,DK,Henrik Carl Peter,male,335,Dam
330,1893-11-13,"Hume, IL",USA,US,1986-10-23,USA,US,Edward Adelbert,male,336,Doisy
331,1874-01-05,"San Francisco, CA",USA,US,1965-12-05,USA,US,Joseph,male,337,Erlanger
332,1888-07-05,"Platteville, WI",USA,US,1963-05-11,USA,US,Herbert Spencer,male,338,Gasser
333,1881-08-06,Lochfield,Scotland,GB,1955-03-11,United Kingdom,GB,Sir Alexander,male,339,Fleming
334,1906-06-19,Berlin,Germany,DE,1979-08-12,Ireland,IE,Ernst Boris,male,340,Chain
335,1898-09-24,Adelaide,Australia,AU,1968-02-21,United Kingdom,GB,Sir Howard Walter,male,341,Florey
336,1890-12-21,"New York, NY",USA,US,1967-04-05,,,Hermann Joseph,male,342,Muller
337,1896-12-05,Prague,Austria-Hungary (now Czech Republic),CZ,1984-10-20,USA,US,Carl Ferdinand,male,343,Cori
338,1896-08-15,Prague,Austria-Hungary (now Czech Republic),CZ,1957-10-26,USA,US,Gerty Theresa,female,344,"Cori, née Radnitz"
339,1887-04-10,Buenos Aires,Argentina,AR,1971-09-21,Argentina,AR,Bernardo Alberto,male,345,Houssay
340,1899-01-12,Olten,Switzerland,CH,1965-10-12,Switzerland,CH,Paul Hermann,male,346,Müller
341,1881-03-17,Frauenfeld,Switzerland,CH,1973-08-12,Switzerland,CH,Walter Rudolf,male,347,Hess
